Date,Open,Close,High,Low,Volume,company
2022-05-18,154.4,155.6,159.6,149.4,31738.0,
2022-05-19,157.48,154.0,159.6,152.24,26988.0,
2022-05-20,152.4,153.6,155.6,152.4,14524.0,
2022-05-23,152.0,151.2,153.84,150.0,26742.0,
2022-05-24,151.6,152.4,155.2,150.6,49420.0,
2022-05-25,152.4,152.8,155.8,152.4,33951.0,
2022-05-26,153.6,152.0,154.16,151.6,18815.0,
2022-05-27,151.6,151.6,153.8,150.16,28945.0,
2022-05-30,150.8,150.4,154.0,149.2,24748.0,
2022-05-31,150.4,148.8,151.2,148.0,28384.0,
2022-06-01,148.6,149.56,151.32,147.04,26811.0,
2022-06-02,149.16,148.56,150.36,148.0,19027.0,
2022-06-03,146.96,147.6,149.6,146.92,26837.0,
2022-06-06,148.8,147.6,150.4,146.44,25060.0,
2022-06-07,146.8,146.4,148.4,145.6,21055.0,
2022-06-08,146.8,149.6,152.16,146.0,37243.0,
2022-06-09,150.76,147.6,151.6,146.8,29894.0,
2022-06-10,149.32,146.0,149.32,145.6,22773.0,
2022-06-13,147.2,145.12,147.6,144.4,18892.0,
2022-06-14,144.0,143.4,145.2,143.4,26869.0,
2022-06-15,142.04,141.2,143.52,140.0,41673.0,
2022-06-16,140.8,141.2,143.6,140.0,19846.0,
2022-06-17,141.6,140.08,142.4,140.0,6196.0,
2022-06-19,140.8,137.6,141.6,137.6,34797.0,
2022-06-20,136.12,134.0,139.0,133.6,39790.0,
2022-06-21,133.6,136.8,138.0,133.6,26323.0,
2022-06-22,137.4,134.0,137.4,134.0,17087.0,
2022-06-23,132.6,129.8,132.6,128.4,29364.0,
2022-06-24,128.44,131.16,133.44,124.8,23312.0,
2022-06-26,132.0,138.0,138.24,132.0,62001.0,
2022-06-27,139.2,135.2,141.6,134.12,53399.0,
2022-06-28,136.0,134.72,136.0,132.8,15329.0,
2022-06-29,135.2,136.4,138.4,133.4,41117.0,
2022-06-30,137.2,140.48,141.6,135.68,63299.0,
2022-07-01,141.2,140.4,142.76,139.2,36414.0,
2022-07-03,140.0,144.8,146.4,138.84,54483.0,
2022-07-04,145.6,142.8,150.8,140.0,122540.0,
2022-07-05,144.0,142.0,146.08,141.2,60191.0,
2022-07-06,143.6,143.2,145.2,140.36,33940.0,
2022-07-07,144.8,142.4,146.48,141.6,35297.0,
2022-07-08,143.2,140.0,143.2,139.96,28424.0,
2022-07-11,140.0,135.6,140.04,134.64,54405.0,
2022-07-12,135.6,135.64,138.68,134.12,37024.0,
2022-07-13,136.8,140.8,140.8,136.8,54919.0,
2022-07-14,141.6,141.56,142.8,138.88,31786.0,
2022-07-15,141.56,140.2,141.6,139.96,14354.0,
2022-07-17,141.6,140.4,141.8,139.2,29011.0,
2022-07-18,141.6,140.04,141.6,139.2,18908.0,
2022-07-19,140.8,140.12,142.8,140.04,52176.0,
2022-07-20,140.0,140.8,142.4,140.0,24776.0,
2022-07-21,141.2,140.08,141.56,139.24,23086.0,
2022-07-22,141.6,138.8,141.6,138.08,23923.0,
2022-07-24,139.96,142.8,142.8,138.4,63836.0,
2022-07-25,143.2,147.16,147.6,143.2,98191.0,
2022-07-26,147.2,144.8,148.8,144.0,80430.0,
2022-07-27,143.6,148.0,148.6,142.4,105759.0,
2022-07-28,149.76,150.4,152.4,146.4,162383.0,
2022-07-29,149.4,150.4,151.8,148.2,41775.0,
2022-07-31,152.2,153.84,159.2,152.2,217655.0,
2022-08-01,155.68,155.2,157.92,152.4,131315.0,
2022-08-02,154.0,154.28,156.8,153.2,57065.0,
2022-08-03,155.16,155.2,158.0,154.0,86773.0,
2022-08-04,154.8,151.2,155.96,150.8,74049.0,
2022-08-05,150.8,149.2,153.6,149.0,82865.0,
2022-08-07,148.4,150.6,153.2,148.4,66750.0,
2022-08-08,152.4,149.6,153.2,148.8,59135.0,
2022-08-09,148.48,147.2,150.0,146.8,61656.0,
2022-08-10,146.04,146.0,148.0,145.28,47963.0,
2022-08-11,147.2,144.4,148.52,144.0,61947.0,
2022-08-14,144.4,143.4,147.2,143.2,39670.0,
2022-08-15,144.4,148.8,149.28,143.2,58932.0,
2022-08-16,150.0,145.6,150.4,145.6,67308.0,
2022-08-17,145.6,145.2,146.96,144.8,29340.0,
2022-08-18,146.0,149.96,150.0,145.6,82248.0,
2022-08-21,150.0,148.04,153.52,148.04,72057.0,
2022-08-22,146.4,148.0,149.6,146.4,45062.0,
2022-08-23,147.24,147.2,148.8,146.28,25201.0,
2022-08-24,148.0,146.88,148.8,146.88,19515.0,
2022-08-25,148.6,146.4,148.6,146.0,30432.0,
2022-08-26,148.12,145.4,148.12,144.4,22283.0,
2022-08-28,146.6,142.8,146.72,142.72,51616.0,
2022-08-29,141.16,143.0,143.56,140.8,25451.0,
2022-08-30,141.36,142.8,144.64,141.36,23572.0,
2022-08-31,142.8,141.6,143.8,141.16,23482.0,
2022-09-01,142.8,142.6,143.2,140.04,39328.0,
2022-09-02,144.24,141.6,144.24,140.8,6155.0,
2022-09-04,143.2,141.32,143.2,141.2,10883.0,
2022-09-05,142.36,141.2,142.4,140.64,29585.0,
2022-09-06,139.6,140.0,142.4,139.6,22103.0,
2022-09-07,141.6,139.2,141.6,138.4,14635.0,
2022-09-08,140.0,141.2,142.0,138.0,38785.0,
2022-09-11,142.0,139.56,142.0,138.8,12079.0,
2022-09-12,138.4,138.0,140.4,137.64,14354.0,
2022-09-13,137.6,138.8,140.36,137.6,17229.0,
2022-09-14,140.36,141.96,142.4,139.6,43135.0,
2022-09-15,142.8,138.8,142.8,137.2,46341.0,
2022-09-16,137.28,136.04,138.0,135.2,24817.0,
2022-09-18,137.56,133.96,137.56,132.4,24566.0,
2022-09-20,133.6,129.6,133.6,129.4,34281.0,
2022-09-21,130.8,130.8,132.8,129.6,22764.0,
2022-09-22,129.4,130.8,132.8,129.4,25319.0,
2022-09-25,129.4,128.0,130.0,128.0,19565.0,
2022-09-27,128.0,128.8,131.2,125.32,13267.0,
2022-09-28,128.8,129.2,130.8,128.4,8991.0,
2022-09-29,129.24,129.6,130.0,128.44,13449.0,
2022-10-09,130.0,133.6,133.6,129.6,18876.0,
2022-10-10,133.6,130.4,134.8,129.6,23863.0,
2022-10-11,130.44,128.8,130.44,127.84,11128.0,
2022-10-12,129.6,130.76,132.0,128.0,12482.0,
2022-10-13,132.16,129.56,132.16,129.48,24290.0,
2022-10-16,130.92,128.16,130.92,128.16,14302.0,
2022-10-17,128.8,128.0,129.2,127.56,12572.0,
2022-10-19,127.6,126.6,127.6,126.0,13006.0,
2022-10-20,127.2,126.0,127.2,125.2,18986.0,
2022-10-23,126.8,126.8,127.6,126.04,7894.0,
2022-10-31,128.12,127.56,128.12,124.4,12977.0,
2022-11-01,128.0,131.6,132.36,126.8,40134.0,
2022-11-02,133.0,131.96,134.2,130.4,49157.0,
2022-11-03,132.36,130.4,132.36,130.4,21543.0,
2022-11-06,131.8,133.6,133.6,129.6,30798.0,
2022-11-07,135.04,132.4,135.6,131.2,45326.0,
2022-11-08,131.6,132.0,133.2,131.08,16776.0,
2022-11-09,131.24,128.8,131.24,127.84,22133.0,
2022-11-10,128.8,127.76,129.4,126.0,29186.0,
2022-11-13,127.2,126.0,128.0,124.68,31440.0,
2022-11-14,126.8,128.4,128.8,125.04,26252.0,
2022-11-15,128.4,127.6,130.0,127.12,17574.0,
2022-11-16,128.4,129.6,129.6,127.6,18825.0,
2022-11-17,130.8,131.2,132.0,129.6,39433.0,
2022-11-22,132.2,130.4,133.6,130.04,25570.0,
2022-11-23,130.4,129.96,130.4,129.2,21622.0,
2022-11-24,130.8,130.6,131.28,129.44,17780.0,
2022-11-27,131.6,132.6,132.6,130.4,25619.0,
2022-11-28,132.4,131.2,133.2,130.24,22555.0,
2022-11-29,129.8,131.4,131.96,129.8,14478.0,
2022-11-30,130.4,130.8,131.2,130.4,11648.0,
2022-12-01,130.4,131.12,132.0,129.8,19425.0,
2022-12-04,130.8,130.8,132.4,130.8,15083.0,
2022-12-05,130.8,128.6,131.2,128.6,24142.0,
2022-12-06,128.64,128.44,129.2,128.4,14581.0,
2022-12-07,129.2,127.96,129.2,127.4,15817.0,
2022-12-11,127.2,127.96,128.0,126.8,11431.0,
2022-12-12,127.96,128.8,128.92,126.84,14343.0,
2022-12-13,128.8,128.4,128.8,128.0,4948.0,
2022-12-14,128.4,127.76,129.6,127.2,8254.0,
2022-12-15,127.76,127.2,127.76,126.6,12341.0,
2022-12-18,126.04,125.0,127.2,124.8,15604.0,
2022-12-19,124.44,126.0,126.28,124.4,6261.0,
2022-12-20,127.2,126.6,127.32,125.84,13675.0,
2022-12-21,126.8,125.2,126.8,124.84,10723.0,
2022-12-22,123.92,125.56,125.96,123.92,8149.0,
2022-12-26,126.48,130.4,130.56,126.48,38323.0,
2022-12-27,131.8,134.8,137.44,131.4,107932.0,
2022-12-28,134.8,134.0,135.6,132.4,57601.0,
2022-12-29,134.0,138.4,138.4,132.6,77260.0,
2023-01-01,138.4,139.2,141.6,137.64,115743.0,
2023-01-02,138.0,139.2,140.0,136.04,38954.0,
2023-01-03,138.44,139.6,140.4,137.6,65958.0,
2023-01-04,140.0,143.6,144.4,138.4,82219.0,
2023-01-05,145.24,145.4,146.88,142.8,112881.0,
2023-01-08,147.08,146.52,148.8,144.0,128173.0,
2023-01-09,145.6,154.8,155.16,145.6,157813.0,
2023-01-10,156.0,156.0,163.6,152.0,227279.0,
2023-01-12,157.92,150.4,159.6,150.0,179598.0,
2023-01-17,152.2,155.2,156.4,148.0,176193.0,
2023-01-18,157.08,157.96,161.6,156.0,180847.0,
2023-01-19,158.0,156.8,159.08,155.28,68583.0,
2023-01-23,155.4,153.2,157.6,152.56,78003.0,
2023-01-24,152.0,153.16,153.16,148.8,96397.0,
2023-01-25,154.2,154.8,156.8,152.8,95848.0,
2023-01-26,156.0,160.0,162.4,155.6,295248.0,
2023-01-29,158.8,161.2,163.2,158.4,269117.0,
2023-01-30,163.2,158.32,163.2,156.08,164531.0,
2023-01-31,156.8,156.0,159.12,154.0,97052.0,
2023-02-01,156.0,156.8,158.72,156.0,59788.0,
2023-02-02,158.0,154.8,158.0,153.76,67464.0,
2023-02-05,155.6,154.0,156.28,152.4,56932.0,
2023-02-06,152.8,154.4,154.64,152.2,33926.0,
2023-02-07,155.88,161.0,161.0,154.4,135884.0,
2023-02-08,163.0,159.56,164.8,158.52,176726.0,
2023-02-09,158.0,161.6,161.6,158.0,75234.0,
2023-02-12,163.6,156.0,163.6,155.2,142819.0,
2023-02-14,155.6,154.84,157.6,154.4,53804.0,
2023-02-15,153.6,153.4,157.56,153.4,57991.0,
2023-02-16,153.24,151.6,154.4,150.4,72078.0,
2023-02-20,151.6,151.68,153.2,150.04,50907.0,
2023-02-22,152.8,155.88,155.88,152.24,60535.0,
2023-02-23,154.0,152.4,154.6,151.8,64476.0,
2023-02-26,150.8,152.8,152.96,147.64,94031.0,
2023-02-27,154.64,152.4,154.8,149.84,66921.0,
2023-02-28,152.4,151.88,153.2,151.6,36063.0,
2023-03-01,153.28,150.04,153.28,150.04,18080.0,
2023-03-02,150.04,148.8,151.44,148.8,33899.0,
2023-03-05,150.0,147.56,150.0,146.4,35433.0,
2023-03-07,145.84,148.4,150.8,145.84,30829.0,
2023-03-09,149.76,152.76,153.84,149.6,62784.0,
2023-03-12,154.0,151.36,154.8,150.84,45141.0,
2023-03-13,149.64,150.0,151.2,148.8,27573.0,
2023-03-14,151.76,151.6,152.4,148.84,37302.0,
2023-03-15,153.4,150.4,153.4,149.64,10960.0,
2023-03-16,150.4,150.0,151.6,149.6,14860.0,
2023-03-19,151.2,150.8,151.72,150.16,17674.0,
2023-03-20,151.96,152.2,152.36,150.4,35381.0,
2023-03-22,154.04,151.2,155.2,150.44,27472.0,
2023-03-23,150.4,149.92,151.92,149.6,24209.0,
2023-03-26,148.16,148.8,150.36,148.16,28283.0,
2023-03-27,147.04,150.8,151.2,147.04,27156.0,
2023-03-28,152.6,151.08,152.6,150.0,31762.0,
2023-03-29,152.48,150.4,152.48,149.24,14142.0,
2023-03-30,150.0,149.0,151.68,148.4,19750.0,
2023-04-02,149.0,147.6,150.76,147.04,40048.0,
2023-04-03,146.8,147.2,147.96,146.44,21458.0,
2023-04-04,146.6,146.4,148.0,146.08,13976.0,
2023-04-05,146.2,146.8,147.96,145.32,13757.0,
2023-04-06,146.8,146.6,148.0,145.52,19773.0,
2023-04-09,146.6,144.04,146.8,144.04,16482.0,
2023-04-10,145.32,145.2,146.4,144.4,19727.0,
2023-04-11,146.4,147.44,148.0,144.68,28219.0,
2023-04-12,148.0,152.8,152.8,148.0,61963.0,
2023-04-13,154.0,150.0,154.0,149.24,46775.0,
2023-04-16,150.8,149.72,150.8,148.84,14033.0,
2023-04-17,150.8,147.4,150.8,147.2,25675.0,
2023-04-18,147.4,146.4,148.4,144.8,25345.0,
2023-04-19,147.2,148.68,148.8,146.44,15248.0,
2023-04-20,150.0,149.2,150.36,147.32,54180.0,
2023-04-23,150.76,148.8,150.76,148.4,40581.0,
2023-04-24,148.0,151.96,152.8,148.0,62587.0,
2023-04-25,151.96,153.6,154.4,151.2,91358.0,
2023-04-26,155.44,152.28,155.44,152.0,69851.0,
2023-04-27,152.0,152.28,153.2,151.24,40574.0,
2023-04-30,154.12,148.0,154.12,147.2,99405.0,
2023-05-02,149.16,146.64,149.16,146.4,28908.0,
2023-05-03,146.8,144.4,147.56,144.4,28337.0,
2023-05-04,144.4,146.0,147.08,142.4,43926.0,
2023-05-07,146.0,143.6,146.0,143.2,24385.0,
2023-05-08,143.6,141.16,143.6,140.0,42342.0,
2023-05-09,142.0,142.2,143.4,140.84,31833.0,
2023-05-10,142.8,142.72,143.2,141.56,12080.0,
2023-05-11,142.0,140.4,142.04,140.0,20795.0,
2023-05-14,140.8,139.2,141.2,138.92,25368.0,
2023-05-15,138.6,140.0,140.8,137.2,22080.0,
2023-05-16,138.48,140.0,141.4,138.04,16089.0,
2023-05-17,138.52,142.36,142.4,138.52,18173.0,
2023-05-18,142.36,145.2,146.8,141.6,53592.0,
2023-05-21,146.4,144.8,146.8,144.04,40386.0,
2023-05-22,143.12,145.2,146.0,142.4,23182.0,
2023-05-23,146.88,147.96,148.0,145.36,35512.0,
2023-05-24,149.16,147.6,149.16,146.44,31997.0,
2023-05-28,146.44,145.6,148.4,144.8,54500.0,
2023-05-30,145.6,142.24,146.8,142.0,29717.0,
2023-05-31,141.24,140.4,143.88,140.04,46818.0,
2023-06-01,140.08,143.2,145.2,139.24,43581.0,
2023-06-04,144.84,146.8,148.24,144.84,51405.0,
2023-06-05,148.0,145.2,148.0,145.04,36949.0,
2023-06-06,144.4,147.12,147.6,144.4,31746.0,
2023-06-07,147.6,147.2,149.2,146.8,61553.0,
2023-06-08,147.2,147.0,148.4,146.0,24636.0,
2023-06-11,148.72,148.76,149.56,146.48,74706.0,
2023-06-12,149.6,148.4,149.96,147.6,38392.0,
2023-06-13,148.0,147.96,150.4,147.2,56987.0,
2023-06-14,148.04,147.2,149.56,146.4,88663.0,
2023-06-15,147.92,146.4,147.96,145.6,50714.0,
2023-06-18,147.2,147.16,148.0,145.2,104166.0,
2023-06-19,146.0,146.0,148.36,145.28,58987.0,
2023-06-20,144.8,144.4,146.8,143.84,34994.0,
2023-06-21,144.4,143.6,145.76,143.2,29642.0,
2023-06-22,144.0,142.08,144.4,142.0,30881.0,
2023-06-25,142.4,142.8,144.0,140.8,105247.0,
2023-06-26,144.0,141.6,144.4,140.96,61600.0,
2023-06-27,141.2,144.36,144.36,141.2,36778.0,
2023-06-28,146.04,142.0,146.04,141.8,53536.0,
2023-07-02,143.6,139.6,143.6,138.6,69441.0,
2023-07-03,141.12,139.2,141.12,138.4,42791.0,
2023-07-04,140.0,138.4,140.0,137.68,25767.0,
2023-07-05,137.6,136.0,139.12,136.0,33570.0,
2023-07-06,136.76,136.4,136.8,134.48,30436.0,
