Date,Open,Close,High,Low,Volume
2022-04-21,427.22,432.04,433.81,423.15,8302.0
2022-04-24,434.82,454.13,455.14,432.81,12357.0
2022-04-25,459.72,445.5,460.72,444.99,14058.0
2022-04-26,444.99,444.99,453.62,437.37,5718.0
2022-04-27,440.72,447.37,448.04,437.12,4909.0
2022-04-28,447.37,432.29,449.55,432.29,13692.0
2022-05-02,434.82,419.6,434.82,417.06,12901.0
2022-05-04,415.02,409.44,423.15,408.93,15440.0
2022-05-05,401.87,401.82,414.52,400.3,8422.0
2022-05-08,401.82,388.61,401.82,384.05,32871.0
2022-05-09,389.12,383.59,391.66,382.57,38567.0
2022-05-10,389.12,385.31,389.38,384.05,16822.0
2022-05-11,391.66,393.94,393.94,389.12,13292.0
2022-05-12,399.28,389.64,404.37,389.64,18441.0
2022-05-17,383.03,372.88,391.15,372.88,16165.0
2022-05-18,378.97,359.16,378.97,355.61,33536.0
2022-05-19,365.76,348.5,365.76,345.95,23469.0
2022-05-20,354.58,337.83,354.58,337.32,22892.0
2022-05-23,337.83,330.22,337.83,326.16,30460.0
2022-05-24,326.66,330.72,345.9,326.66,22247.0
2022-05-25,336.31,340.88,347.94,335.8,23108.0
2022-05-26,340.88,346.98,356.12,340.88,32224.0
2022-05-27,353.07,343.42,359.52,340.88,23016.0
2022-05-30,349.52,337.32,349.52,330.22,20546.0
2022-05-31,331.22,328.17,335.8,325.19,38192.0
2022-06-01,333.26,328.17,333.26,318.07,35918.0
2022-06-02,328.17,323.11,329.21,316.5,44145.0
2022-06-03,321.08,310.41,323.11,304.82,40964.0
2022-06-06,310.91,302.27,316.5,296.85,152888.0
2022-06-07,300.26,301.27,324.93,300.26,33267.0
2022-06-08,304.32,317.47,320.57,304.32,54953.0
2022-06-09,317.0,312.94,322.08,307.87,70328.0
2022-06-10,312.94,309.39,316.5,307.26,37069.0
2022-06-13,311.43,312.44,320.57,305.43,48744.0
2022-06-14,309.39,306.85,310.41,303.3,32368.0
2022-06-15,310.41,306.3,310.41,295.28,36755.0
2022-06-16,303.81,302.79,310.41,300.81,16838.0
2022-06-17,307.87,304.2,307.87,302.74,5126.0
2022-06-19,299.74,295.68,305.74,294.67,13745.0
2022-06-20,290.65,285.52,295.17,282.47,59640.0
2022-06-21,280.51,296.18,300.26,280.44,51355.0
2022-06-22,292.63,287.04,292.63,285.37,19377.0
2022-06-23,290.09,281.46,290.09,277.91,23380.0
2022-06-24,282.47,286.48,287.04,274.35,41001.0
2022-06-26,287.55,301.27,301.77,283.5,93671.0
2022-06-27,305.33,307.87,314.99,296.18,107213.0
2022-06-28,309.39,321.58,327.67,298.73,129466.0
2022-06-29,322.59,332.0,335.8,310.41,89418.0
2022-06-30,337.83,336.82,343.93,329.71,99299.0
2022-07-01,336.82,333.76,342.96,331.74,86208.0
2022-07-03,335.29,333.26,338.34,329.21,53120.0
2022-07-04,338.85,338.34,354.58,336.31,207844.0
2022-07-05,337.83,335.29,344.43,333.26,99967.0
2022-07-06,337.93,341.9,345.95,329.76,83175.0
2022-07-07,348.15,335.8,353.02,335.8,57122.0
2022-07-08,340.37,328.17,340.37,327.17,25204.0
2022-07-11,330.72,312.94,330.72,306.85,145918.0
2022-07-12,312.94,317.47,323.61,310.41,59571.0
2022-07-13,318.53,325.13,325.6,316.5,57293.0
2022-07-14,330.72,320.11,330.72,318.03,145719.0
2022-07-15,323.11,320.06,323.11,313.96,20777.0
2022-07-17,314.47,317.47,323.11,313.46,19483.0
2022-07-18,323.2,326.16,328.69,313.96,126595.0
2022-07-19,320.21,331.19,333.26,320.21,53421.0
2022-07-20,335.8,327.67,336.82,325.64,29381.0
2022-07-21,330.67,320.57,330.67,319.03,53812.0
2022-07-22,315.03,318.53,324.57,315.03,34897.0
2022-07-24,323.11,329.71,331.74,318.03,33750.0
2022-07-25,333.26,335.29,338.34,329.71,66817.0
2022-07-26,339.36,327.28,341.39,327.28,70326.0
2022-07-27,327.67,339.82,340.83,327.17,69448.0
2022-07-28,345.35,345.95,348.4,338.79,76738.0
2022-07-29,350.02,345.45,350.02,341.14,29378.0
2022-07-31,348.5,371.35,371.96,346.47,175264.0
2022-08-01,377.96,366.78,377.96,362.71,88486.0
2022-08-02,363.74,361.2,367.8,358.66,51419.0
2022-08-03,361.2,358.7,368.31,358.66,67484.0
2022-08-04,358.66,350.02,363.58,350.02,62331.0
2022-08-05,349.52,353.57,355.61,344.43,42575.0
2022-08-07,358.66,355.61,364.75,349.01,125934.0
2022-08-08,356.12,344.43,358.15,344.43,38243.0
2022-08-09,348.45,335.29,348.45,334.79,39044.0
2022-08-10,334.63,333.26,340.88,329.71,25465.0
2022-08-11,337.32,332.25,337.32,329.21,18602.0
2022-08-14,333.26,325.64,335.8,325.64,21817.0
2022-08-15,320.57,340.37,340.88,320.06,23725.0
2022-08-16,339.86,326.66,343.93,325.64,28781.0
2022-08-17,331.22,327.21,331.74,325.64,12513.0
2022-08-18,327.17,334.27,337.32,327.17,22276.0
2022-08-21,339.86,333.26,340.37,329.71,27608.0
2022-08-22,333.26,328.79,333.76,326.2,20824.0
2022-08-23,327.42,329.71,330.72,325.86,23968.0
2022-08-24,330.22,328.17,330.72,325.64,24609.0
2022-08-25,326.71,324.63,332.65,324.63,8545.0
2022-08-26,324.63,321.08,326.41,317.22,33420.0
2022-08-28,326.91,310.91,326.91,309.85,32799.0
2022-08-29,314.99,312.94,314.99,310.41,14571.0
2022-08-30,318.03,315.39,320.57,312.44,21422.0
2022-08-31,319.76,310.41,319.76,309.91,9315.0
2022-09-01,314.99,310.91,317.0,306.75,26747.0
2022-09-02,316.5,314.47,316.5,311.93,8219.0
2022-09-04,314.47,314.93,317.0,309.39,13601.0
2022-09-05,317.52,312.94,317.52,312.03,7788.0
2022-09-06,307.87,310.41,313.46,302.89,39082.0
2022-09-07,312.94,306.85,315.49,305.33,23533.0
2022-09-08,311.93,310.91,315.49,305.33,50691.0
2022-09-11,308.37,307.81,309.91,305.33,27973.0
2022-09-12,307.87,306.8,310.41,302.27,17324.0
2022-09-13,308.84,308.89,310.41,304.92,15023.0
2022-09-14,310.41,315.39,317.52,309.91,27946.0
2022-09-15,321.08,309.39,321.08,305.84,28094.0
2022-09-16,304.82,306.35,307.36,298.23,7070.0
2022-09-18,303.3,302.79,307.81,301.31,38383.0
2022-09-20,308.25,286.74,308.25,284.99,25629.0
2022-09-21,290.23,289.64,296.62,287.84,5504.0
2022-09-22,287.31,285.56,289.58,284.41,13890.0
2022-09-25,286.14,280.05,286.14,278.59,20682.0
2022-09-27,285.04,280.34,285.45,279.87,6322.0
2022-09-28,285.33,283.25,287.31,280.34,3725.0
2022-09-29,284.41,286.74,287.31,284.41,3718.0
2022-10-09,286.74,288.36,290.16,282.08,7184.0
2022-10-10,289.06,284.99,290.23,283.83,11601.0
2022-10-11,284.41,283.88,287.31,279.87,3288.0
2022-10-12,287.89,287.02,288.19,278.87,6105.0
2022-10-13,287.89,284.7,288.48,281.62,4662.0
2022-10-16,287.31,285.27,287.89,282.72,3015.0
2022-10-17,284.99,283.77,284.99,282.66,2466.0
2022-10-19,280.92,280.92,283.25,280.92,4687.0
2022-10-20,277.43,278.59,283.25,277.43,4696.0
2022-10-23,278.65,282.66,283.25,278.01,3413.0
2022-10-31,282.66,281.56,286.74,281.5,6160.0
2022-11-01,282.14,291.15,292.49,281.5,12923.0
2022-11-02,296.04,291.27,296.04,287.31,6735.0
2022-11-03,290.23,291.38,296.04,290.23,6941.0
2022-11-06,295.98,303.01,310.58,292.54,17987.0
2022-11-07,307.6,305.34,311.15,301.85,19072.0
2022-11-08,307.08,305.58,321.63,301.27,12229.0
2022-11-09,311.1,301.85,313.42,301.85,25499.0
2022-11-10,307.02,293.19,307.02,293.12,14015.0
2022-11-13,293.71,290.23,297.5,290.23,8001.0
2022-11-14,285.63,305.29,316.33,285.63,9345.0
2022-11-15,299.81,302.96,310.0,299.52,8259.0
2022-11-16,308.41,307.08,319.7,297.54,4565.0
2022-11-17,312.32,313.42,314.64,309.41,16287.0
2022-11-22,316.39,312.26,316.39,309.41,7536.0
2022-11-23,310.58,310.0,312.84,307.08,3831.0
2022-11-24,307.67,308.83,311.62,307.67,5907.0
2022-11-27,310.0,318.13,319.23,306.05,9509.0
2022-11-28,313.54,319.23,326.62,313.54,24815.0
2022-11-29,313.48,318.66,318.71,308.83,12830.0
2022-11-30,312.89,316.39,320.98,310.11,6803.0
2022-12-01,310.75,323.95,333.25,310.75,17489.0
2022-12-04,319.93,338.48,339.65,319.93,55819.0
2022-12-05,342.56,331.5,344.25,328.6,32190.0
2022-12-06,325.75,330.92,336.75,325.75,9158.0
2022-12-07,326.85,326.33,329.77,325.75,7300.0
2022-12-11,326.85,319.93,329.77,318.13,31888.0
2022-12-12,325.11,325.11,325.11,319.35,10221.0
2022-12-13,319.41,325.23,325.98,319.35,4694.0
2022-12-14,321.04,325.11,328.02,321.04,5296.0
2022-12-15,320.0,321.85,325.75,320.0,13876.0
2022-12-18,321.85,319.88,322.15,316.39,11874.0
2022-12-19,315.23,321.85,323.89,315.23,24110.0
2022-12-20,324.52,327.44,328.6,319.29,19902.0
2022-12-21,321.68,321.63,327.44,321.63,13024.0
2022-12-22,321.63,322.2,323.37,319.88,13523.0
2022-12-26,328.02,341.97,342.56,326.27,58129.0
2022-12-27,347.85,360.0,365.23,342.56,96538.0
2022-12-28,361.16,356.52,366.33,347.15,38669.0
2022-12-29,350.17,372.79,374.54,350.17,53491.0
2023-01-01,377.45,396.05,402.45,376.29,121336.0
2023-01-02,389.66,407.39,409.89,389.08,63026.0
2023-01-03,407.39,405.94,410.59,400.18,60567.0
2023-01-04,406.52,415.82,417.51,402.5,61690.0
2023-01-05,417.56,429.77,432.69,409.43,106400.0
2023-01-08,437.8,450.13,457.1,429.77,102016.0
2023-01-09,450.13,460.6,469.32,444.31,69715.0
2023-01-10,469.2,436.75,469.2,435.65,105899.0
2023-01-12,444.31,426.29,452.45,424.55,125119.0
2023-01-17,433.85,448.68,453.04,423.96,84128.0
2023-01-18,450.7,444.9,458.85,440.36,69893.0
2023-01-19,438.56,444.31,448.97,438.5,47206.0
2023-01-23,452.63,437.92,452.63,435.6,36068.0
2023-01-24,432.69,442.57,443.44,428.62,56623.0
2023-01-25,447.81,447.22,449.55,439.66,32273.0
2023-01-26,446.64,441.41,453.04,440.25,29019.0
2023-01-29,433.26,438.5,448.39,433.26,42877.0
2023-01-30,435.6,432.69,441.41,428.62,42302.0
2023-01-31,427.52,426.35,436.75,424.73,48117.0
2023-02-01,423.96,429.2,430.94,423.96,22311.0
2023-02-02,428.62,418.15,429.77,417.04,37627.0
2023-02-05,423.96,426.87,434.44,421.35,36432.0
2023-02-06,422.04,425.7,426.58,421.64,13703.0
2023-02-07,426.87,440.25,440.25,424.6,46561.0
2023-02-08,444.31,439.66,448.39,435.6,41404.0
2023-02-09,441.35,440.02,446.64,434.44,17733.0
2023-02-12,432.69,427.45,435.6,425.12,38847.0
2023-02-14,422.8,422.86,428.62,422.8,13554.0
2023-02-15,422.22,415.82,429.77,415.24,32733.0
2023-02-16,415.24,410.0,418.15,409.43,20959.0
2023-02-20,409.43,406.0,417.04,405.36,27297.0
2023-02-22,412.85,419.31,419.9,411.4,21011.0
2023-02-23,416.4,410.48,416.98,406.52,41675.0
2023-02-26,402.85,406.52,412.8,388.55,49771.0
2023-02-27,408.26,406.52,411.17,395.0,38234.0
2023-02-28,409.43,406.46,412.33,400.82,13257.0
2023-03-01,403.61,401.98,405.94,400.7,13527.0
2023-03-02,398.56,395.77,403.03,394.9,18874.0
2023-03-05,397.79,386.17,397.91,379.19,43926.0
2023-03-07,380.42,389.08,392.56,380.35,12923.0
2023-03-09,396.05,404.19,404.19,393.15,25263.0
2023-03-12,404.19,403.61,410.59,395.48,22982.0
2023-03-13,396.63,396.05,400.7,394.9,9915.0
2023-03-14,394.9,394.83,397.79,389.71,10227.0
2023-03-15,391.05,389.08,393.73,388.6,9257.0
2023-03-16,384.02,385.64,390.81,384.02,5052.0
2023-03-19,387.39,387.39,391.98,386.22,8877.0
2023-03-20,391.98,395.48,396.29,389.08,6455.0
2023-03-22,395.48,394.3,397.79,392.56,7972.0
2023-03-23,387.56,387.5,389.66,387.5,5673.0
2023-03-26,381.57,387.85,387.92,381.34,4497.0
2023-03-27,391.4,391.4,391.98,382.68,16069.0
2023-03-28,384.42,390.23,393.73,383.9,17559.0
2023-03-29,389.08,387.92,389.08,382.1,7176.0
2023-03-30,383.26,379.77,390.81,377.45,29769.0
2023-04-02,379.77,377.45,393.73,375.12,11768.0
2023-04-03,377.45,373.6,379.19,372.21,7921.0
2023-04-04,368.2,375.7,375.7,368.15,6890.0
2023-04-05,368.78,374.54,375.64,368.72,5962.0
2023-04-06,380.06,370.46,380.06,369.94,7273.0
2023-04-09,370.46,366.46,371.92,365.81,7510.0
2023-04-10,371.57,372.03,372.21,360.06,4969.0
2023-04-11,368.78,374.54,378.03,368.15,9831.0
2023-04-12,380.94,396.05,396.05,378.6,21774.0
2023-04-13,400.7,382.1,400.7,381.87,28731.0
2023-04-16,383.26,385.0,386.22,377.45,35109.0
2023-04-17,386.17,385.59,387.33,381.81,12353.0
2023-04-18,385.0,383.26,386.11,380.42,4933.0
2023-04-19,383.31,387.92,387.92,382.73,8125.0
2023-04-20,394.25,387.92,394.25,378.03,54497.0
2023-04-23,385.65,381.87,385.65,378.71,10535.0
2023-04-24,381.99,386.28,388.17,381.99,4929.0
2023-04-25,381.92,388.17,389.43,381.92,6433.0
2023-04-26,388.17,386.91,388.81,385.02,3570.0
2023-04-27,381.87,385.65,388.93,381.87,4262.0
2023-04-30,379.4,381.04,388.17,379.34,3266.0
2023-05-02,380.6,376.88,383.76,374.17,5466.0
2023-05-03,374.92,375.55,375.55,370.63,4862.0
2023-05-04,382.49,378.77,394.48,378.71,2760.0
2023-05-07,385.77,383.13,385.77,375.55,10226.0
2023-05-08,380.6,374.29,381.87,369.25,6383.0
2023-05-09,373.03,377.45,381.87,373.03,3026.0
2023-05-10,378.07,369.25,378.71,369.25,14921.0
2023-05-11,369.25,367.92,372.4,363.57,12187.0
2023-05-14,367.98,361.67,368.68,361.11,9634.0
2023-05-15,357.26,361.67,361.67,355.05,5378.0
2023-05-16,366.09,361.67,366.09,356.63,13759.0
2023-05-17,359.85,371.13,372.78,359.78,10514.0
2023-05-18,377.39,384.7,388.17,374.92,10210.0
2023-05-21,391.2,394.41,394.48,381.99,34832.0
2023-05-22,399.53,398.9,416.57,386.28,31592.0
2023-05-23,403.88,412.15,414.04,402.05,37003.0
2023-05-24,416.57,412.15,416.57,408.81,12313.0
2023-05-28,413.41,400.79,413.41,399.53,25346.0
2023-05-30,395.11,387.54,401.42,387.54,20301.0
2023-05-31,380.42,376.25,393.15,375.55,18438.0
2023-06-01,376.19,382.18,391.27,371.77,23622.0
2023-06-04,389.25,403.31,406.47,389.25,23101.0
2023-06-05,399.53,394.48,405.84,392.27,24886.0
2023-06-06,401.42,406.53,408.36,388.24,18915.0
2023-06-07,413.41,408.36,415.93,407.1,29040.0
2023-06-08,408.36,416.06,422.24,402.94,45940.0
2023-06-11,422.24,422.24,425.9,417.82,55800.0
2023-06-12,425.96,417.38,426.03,414.67,29503.0
2023-06-13,419.73,438.65,446.22,417.82,75801.0
2023-06-14,438.65,438.65,450.0,432.34,51689.0
2023-06-15,438.02,448.05,450.0,434.36,58912.0
2023-06-18,451.26,469.37,469.56,450.13,83541.0
2023-06-19,477.76,467.04,477.76,460.72,70967.0
2023-06-20,469.56,452.53,473.35,452.53,59324.0
2023-06-21,446.28,449.37,462.62,446.28,41219.0
2023-06-22,448.74,458.84,460.72,448.74,94313.0
2023-06-25,467.35,494.8,498.26,463.88,210045.0
2023-06-26,504.08,490.38,508.05,489.11,110152.0
2023-06-27,486.03,494.8,498.46,486.03,82510.0
2023-06-28,494.8,515.61,523.82,491.27,255984.0
2023-07-02,516.88,517.51,540.85,511.2,173776.0
2023-07-03,520.67,507.42,523.19,506.79,101177.0
2023-07-04,516.94,513.09,522.24,504.9,72295.0
2023-07-05,511.83,498.58,513.09,496.69,93246.0
2023-07-06,497.39,501.11,507.42,489.75,49122.0
2023-07-09,507.42,513.73,514.93,504.9,49920.0
2023-07-10,514.36,510.88,521.92,509.94,74215.0
2023-07-11,511.83,504.9,514.36,503.76,61702.0
2023-07-12,504.9,506.15,511.2,504.33,51526.0
2023-07-13,514.36,501.74,523.13,498.58,76660.0
2023-07-16,510.57,498.65,513.73,498.58,100722.0
2023-07-17,508.05,511.77,511.77,499.21,39816.0
2023-07-18,518.77,516.88,523.82,509.38,132080.0
2023-07-19,523.19,509.31,523.19,507.42,99237.0
2023-07-20,514.36,504.9,514.36,499.85,50722.0
2023-07-23,508.05,510.07,517.38,501.74,51677.0
2023-07-24,508.05,498.58,513.09,497.32,75703.0
2023-07-25,496.69,492.27,502.31,489.75,50664.0
2023-07-26,494.17,492.21,497.96,489.75,30987.0
2023-07-27,489.88,481.55,493.34,479.03,67505.0
2023-07-30,488.5,471.46,488.5,469.56,57446.0
2023-07-31,474.6,473.67,479.03,468.93,69888.0
2023-08-01,473.67,463.25,478.4,461.36,35161.0
2023-08-02,459.15,468.93,468.93,455.68,20113.0
2023-08-03,473.28,472.08,477.76,470.82,30034.0
2023-08-06,475.24,460.66,475.24,455.99,35262.0
2023-08-07,453.15,467.04,473.35,452.65,19309.0
2023-08-08,470.19,461.99,472.71,456.63,28817.0
2023-08-09,461.99,473.35,478.01,456.63,22811.0
2023-08-10,467.04,471.46,475.87,464.45,37290.0
2023-08-13,470.19,473.22,474.6,467.04,30045.0
2023-08-14,473.35,475.3,485.27,472.71,52349.0
2023-08-15,475.3,467.04,482.81,465.78,24299.0
2023-08-16,463.88,464.52,468.68,460.86,22360.0
2023-08-17,461.99,466.34,472.08,461.99,29994.0
2023-08-20,463.88,463.25,466.34,457.58,14725.0
2023-08-21,460.72,459.46,465.78,457.58,16036.0
2023-08-22,457.58,463.25,463.88,455.81,14122.0
2023-08-23,467.04,475.24,477.76,467.04,61748.0
2023-08-24,476.44,468.93,480.29,466.4,40379.0
2023-08-27,472.08,466.4,473.35,466.03,107447.0
2023-08-28,468.93,465.96,474.6,465.71,31379.0
2023-08-29,472.08,463.25,472.08,463.25,22612.0
2023-08-30,458.84,463.57,467.04,457.58,27451.0
2023-09-03,459.46,455.05,460.72,454.54,21604.0
2023-09-04,458.2,457.44,459.46,451.26,26008.0
2023-09-05,455.68,452.53,455.68,451.26,12293.0
2023-09-07,451.26,443.06,451.26,443.06,22361.0
2023-09-10,451.26,446.84,457.58,442.81,9857.0
2023-09-11,448.11,462.62,462.62,448.11,22575.0
2023-09-12,463.25,457.58,464.52,455.05,12971.0
2023-09-13,463.88,465.02,465.78,454.42,26267.0
2023-09-17,463.88,453.78,463.88,451.26,24705.0
2023-09-18,449.37,454.36,455.05,449.37,4726.0
2023-09-19,454.42,458.27,460.72,453.15,10936.0
2023-09-21,466.79,464.13,470.19,460.72,26084.0
2023-09-24,461.42,457.58,471.46,457.58,32453.0
2023-09-25,461.99,455.05,464.52,455.05,13563.0
2023-09-26,463.57,460.1,466.98,458.84,18071.0
2023-09-27,458.2,461.23,461.23,456.31,15333.0
2023-10-01,461.99,453.15,461.99,453.15,17430.0
2023-10-02,453.15,454.11,455.05,450.64,6158.0
2023-10-03,452.53,451.26,459.72,450.38,7251.0
2023-10-04,449.44,453.78,456.94,449.44,6234.0
2023-10-05,446.09,451.26,454.36,446.03,7716.0
2023-10-08,444.96,441.17,444.96,439.28,20450.0
2023-10-09,432.97,436.75,439.9,432.97,8740.0
2023-10-10,436.75,432.34,436.75,431.08,10796.0
2023-10-11,440.41,429.31,440.41,427.92,8170.0
2023-10-12,429.31,426.66,432.21,426.03,8387.0
2023-10-16,426.09,422.87,432.97,419.84,9685.0
2023-10-17,424.14,424.14,431.08,419.73,8581.0
2023-10-18,419.91,435.49,442.43,419.09,19251.0
2023-10-19,432.34,436.69,441.68,428.55,15182.0
2023-10-29,435.49,424.76,435.49,419.73,10248.0
2023-10-30,419.78,431.71,432.34,417.88,7776.0
2023-10-31,424.76,417.2,424.76,416.57,10401.0
2023-11-01,419.66,418.46,422.55,414.8,12582.0
2023-11-02,422.87,410.88,426.03,410.88,10886.0
2023-11-05,407.1,407.1,407.1,397.64,13045.0
2023-11-06,413.41,410.83,414.04,405.52,5706.0
2023-11-07,410.88,412.15,416.25,410.88,6649.0
2023-11-08,408.36,405.21,410.26,405.21,9283.0
2023-11-09,400.79,402.05,404.58,397.64,8932.0
2023-11-20,409.49,408.99,411.52,404.58,3828.0
2023-11-21,404.58,400.79,405.21,399.53,10611.0
2023-11-22,398.9,408.93,408.93,398.9,9022.0
2023-11-23,413.41,418.46,419.73,401.42,9492.0
2023-11-26,419.73,433.6,434.48,418.46,19373.0
2023-11-27,438.02,434.22,438.96,425.4,19582.0
2023-11-28,438.65,432.34,441.8,426.03,14086.0
2023-11-29,432.34,422.87,435.49,420.41,7990.0
2023-11-30,420.41,420.98,426.03,417.26,5837.0
2023-12-03,416.57,417.2,417.82,413.72,5164.0
2023-12-04,417.26,418.46,422.87,417.2,8067.0
2023-12-05,418.46,418.46,424.14,416.57,7427.0
2023-12-06,419.73,422.87,423.5,415.36,4168.0
2023-12-07,419.78,422.24,427.92,416.06,19547.0
2023-12-10,430.06,451.9,451.9,430.06,3824.0
2023-12-11,460.1,448.23,460.35,439.72,52571.0
2023-12-12,450.64,465.14,470.19,448.74,66698.0
2023-12-13,463.88,457.58,472.71,455.68,24609.0
2023-12-14,451.9,455.05,460.1,449.05,29789.0
2023-12-17,449.62,458.15,460.79,446.84,27447.0
2023-12-18,460.1,457.58,468.93,454.42,62094.0
2023-12-19,453.03,460.72,464.52,451.9,46727.0
2023-12-20,461.61,465.14,475.69,461.61,82178.0
2023-12-21,458.84,451.9,463.88,450.25,46502.0
2023-12-24,446.91,446.84,463.88,443.06,53130.0
2023-12-27,445.59,445.02,455.68,444.96,41030.0
2023-12-28,445.59,446.22,452.53,442.75,46038.0
2024-01-01,454.54,440.54,471.46,439.28,66316.0
2024-01-02,432.46,430.44,438.65,426.03,34604.0
2024-01-03,426.66,432.34,432.34,407.1,120830.0
2024-01-04,424.76,434.29,445.59,424.76,55714.0
2024-01-07,427.98,428.11,437.38,426.78,44373.0
2024-01-08,436.06,443.06,443.06,431.08,30060.0
2024-01-09,451.26,453.78,459.46,447.54,74425.0
2024-01-10,461.99,456.31,466.4,446.22,40292.0
2024-01-11,456.31,451.9,456.94,449.44,16203.0
2024-01-14,443.44,457.58,461.04,443.44,41572.0
2024-01-16,458.2,462.5,465.65,453.28,52435.0
2024-01-17,467.04,460.72,470.25,456.31,108459.0
2024-01-18,453.15,463.0,467.66,453.15,77288.0
2024-01-21,463.88,458.84,465.14,457.58,60159.0
2024-01-22,466.84,457.13,466.84,454.42,66514.0
2024-01-23,451.26,458.84,462.93,451.26,37945.0
2024-01-24,454.48,460.1,463.82,454.48,33850.0
2024-01-25,454.48,458.52,462.62,454.48,54007.0
2024-01-28,458.2,457.58,458.2,454.48,62955.0
2024-01-29,454.42,475.24,476.38,454.42,101202.0
2024-01-30,466.34,470.82,484.07,466.34,79097.0
2024-01-31,470.19,466.4,475.24,461.36,61473.0
2024-02-01,471.46,463.88,471.46,461.36,53585.0
2024-02-04,470.19,467.66,488.5,467.04,184826.0
2024-02-05,473.35,463.25,473.35,460.72,44198.0
2024-02-06,467.66,463.88,468.3,459.59,31998.0
2024-02-07,455.17,460.1,470.0,455.17,35683.0
2024-02-08,463.88,462.62,467.66,458.45,56024.0
2024-02-11,470.19,461.99,470.19,460.72,59703.0
2024-02-12,458.84,465.14,468.93,458.84,27236.0
2024-02-13,456.94,459.09,463.88,455.68,50186.0
2024-02-14,458.84,454.42,460.1,452.59,15064.0
2024-02-15,454.42,449.37,456.94,449.37,30710.0
2024-02-18,457.58,447.86,457.58,447.48,68527.0
2024-02-20,447.99,440.52,447.99,435.76,24886.0
2024-02-21,441.19,439.63,442.56,436.44,8888.0
2024-02-22,434.4,432.97,439.16,429.64,12293.0
2024-02-25,439.83,421.48,440.99,419.45,27298.0
2024-02-26,428.28,419.45,428.96,414.69,8793.0
2024-02-27,421.48,419.45,421.48,408.3,16749.0
